"outcome","race","age","relationship","sex","marital_status"
0," White",29," Not-in-family"," Male"," Never-married"
0," White",46," Not-in-family"," Female"," Divorced"
0," White",47," Husband"," Male"," Married-civ-spouse"
1," White",30," Husband"," Male"," Married-civ-spouse"
1," White",37," Husband"," Male"," Married-civ-spouse"
0," White",27," Not-in-family"," Male"," Never-married"
0," White",43," Unmarried"," Female"," Divorced"
1," White",44," Husband"," Male"," Married-civ-spouse"
0," White",31," Unmarried"," Male"," Never-married"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," White",39," Own-child"," Male"," Never-married"
0," White",36," Unmarried"," Female"," Divorced"
1," White",57," Husband"," Male"," Married-civ-spouse"
0," White",78," Not-in-family"," Female"," Never-married"
0," White",24," Husband"," Male"," Married-civ-spouse"
0," White",39," Not-in-family"," Female"," Never-married"
0," White",21," Own-child"," Male"," Never-married"
1," White",34," Not-in-family"," Male"," Separated"
0," White",22," Unmarried"," Female"," Never-married"
0," White",36," Unmarried"," Female"," Divorced"
1," White",61," Husband"," Male"," Married-civ-spouse"
0," White",67," Husband"," Male"," Married-civ-spouse"
0," Black",42," Unmarried"," Female"," Separated"
1," Asian-Pac-Islander",49," Husband"," Male"," Married-civ-spouse"
0," White",58," Husband"," Male"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",39," Not-in-family"," Male"," Never-married"
0," Black",25," Other-relative"," Female"," Separated"
1," White",45," Husband"," Male"," Married-civ-spouse"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",49," Not-in-family"," Male"," Never-married"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Male"," Never-married"
0," Black",51," Wife"," Female"," Married-civ-spouse"
0," White",55," Husband"," Male"," Married-civ-spouse"
0," White",35," Not-in-family"," Male"," Never-married"
0," White",45," Husband"," Male"," Married-civ-spouse"
1," White",36," Husband"," Male"," Married-civ-spouse"
0," White",32," Husband"," Male"," Married-civ-spouse"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," White",47," Husband"," Male"," Married-civ-spouse"
1," White",49," Husband"," Male"," Married-civ-spouse"
1," White",52," Husband"," Male"," Married-civ-spouse"
0," Black",44," Not-in-family"," Male"," Separated"
1," White",36," Husband"," Male"," Married-civ-spouse"
0," Black",40," Unmarried"," Female"," Divorced"
0," White",17," Own-child"," Female"," Never-married"
0," White",18," Own-child"," Female"," Never-married"
0," White",30," Wife"," Female"," Married-civ-spouse"
0," White",66," Not-in-family"," Female"," Widowed"
0," White",59," Not-in-family"," Male"," Never-married"
0," Black",30," Husband"," Male"," Married-civ-spouse"
0," White",50," Husband"," Male"," Married-civ-spouse"
0," White",24," Own-child"," Female"," Never-married"
0," Asian-Pac-Islander",28," Husband"," Male"," Married-civ-spouse"
1," White",44," Wife"," Female"," Married-civ-spouse"
0," White",25," Not-in-family"," Male"," Never-married"
1," White",45," Husband"," Male"," Married-civ-spouse"
0," White",20," Not-in-family"," Male"," Never-married"
0," White",67," Unmarried"," Female"," Divorced"
1," White",40," Husband"," Male"," Married-civ-spouse"
0," White",52," Husband"," Male"," Married-civ-spouse"
1," White",34," Not-in-family"," Male"," Never-married"
1," White",37," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Male"," Never-married"
1," White",25," Wife"," Female"," Married-civ-spouse"
0," White",35," Not-in-family"," Male"," Divorced"
1," White",63," Not-in-family"," Female"," Divorced"
0," Amer-Indian-Eskimo",38," Own-child"," Female"," Never-married"
1," White",33," Husband"," Male"," Married-civ-spouse"
1," White",51," Wife"," Female"," Married-civ-spouse"
1," White",64," Husband"," Male"," Married-civ-spouse"
0," White",50," Not-in-family"," Male"," Divorced"
0," White",18," Not-in-family"," Male"," Never-married"
0," White",67," Not-in-family"," Male"," Never-married"
0," White",46," Husband"," Male"," Married-civ-spouse"
0," White",60," Husband"," Male"," Married-civ-spouse"
0," White",29," Not-in-family"," Female"," Never-married"
0," Black",30," Own-child"," Female"," Never-married"
0," Asian-Pac-Islander",56," Not-in-family"," Male"," Married-civ-spouse"
1," White",29," Wife"," Female"," Married-civ-spouse"
0," Black",37," Unmarried"," Female"," Never-married"
0," White",55," Unmarried"," Female"," Divorced"
0," White",24," Not-in-family"," Female"," Never-married"
0," White",21," Not-in-family"," Male"," Never-married"
1," White",46," Husband"," Male"," Married-civ-spouse"
0," Other",25," Other-relative"," Male"," Married-civ-spouse"
0," White",40," Own-child"," Male"," Never-married"
0," White",23," Own-child"," Female"," Separated"
0," Black",43," Not-in-family"," Male"," Never-married"
1," Amer-Indian-Eskimo",29," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",59," Other-relative"," Female"," Widowed"
0," Black",18," Own-child"," Male"," Never-married"
0," White",28," Own-child"," Male"," Never-married"
0," White",17," Own-child"," Female"," Never-married"
1," White",53," Husband"," Male"," Married-civ-spouse"
0," White",22," Other-relative"," Female"," Never-married"
0," White",63," Not-in-family"," Male"," Married-spouse-absent"
1," White",32," Wife"," Female"," Married-civ-spouse"
0," Black",40," Unmarried"," Female"," Never-married"
1," White",61," Husband"," Male"," Married-civ-spouse"
0," White",35," Not-in-family"," Male"," Never-married"
0," Asian-Pac-Islander",43," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",20," Own-child"," Female"," Never-married"
0," White",48," Not-in-family"," Male"," Divorced"
0," White",56," Not-in-family"," Female"," Widowed"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",34," Not-in-family"," Male"," Never-married"
1," Asian-Pac-Islander",44," Husband"," Male"," Married-civ-spouse"
1," White",61," Husband"," Male"," Married-civ-spouse"
1," White",37," Husband"," Male"," Married-civ-spouse"
1," White",36," Husband"," Male"," Married-civ-spouse"
0," Other",34," Not-in-family"," Male"," Separated"
0," White",23," Own-child"," Female"," Never-married"
1," White",63," Not-in-family"," Male"," Divorced"
0," Black",63," Not-in-family"," Female"," Widowed"
1," White",47," Husband"," Male"," Married-civ-spouse"
1," White",55," Unmarried"," Female"," Divorced"
0," Black",31," Own-child"," Male"," Never-married"
0," White",27," Not-in-family"," Male"," Divorced"
1," White",58," Not-in-family"," Female"," Divorced"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," White",52," Not-in-family"," Female"," Divorced"
0," Black",31," Husband"," Male"," Married-civ-spouse"
0," White",53," Unmarried"," Female"," Divorced"
0," White",43," Not-in-family"," Female"," Divorced"
0," Black",43," Unmarried"," Male"," Married-spouse-absent"
1," White",50," Not-in-family"," Male"," Divorced"
0," White",68," Husband"," Male"," Married-civ-spouse"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Male"," Divorced"
0," White",22," Not-in-family"," Female"," Never-married"
0," White",22," Husband"," Male"," Married-civ-spouse"
1," White",59," Husband"," Male"," Married-civ-spouse"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",24," Not-in-family"," Female"," Separated"
0," White",30," Husband"," Male"," Married-civ-spouse"
1," White",50," Not-in-family"," Male"," Divorced"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",29," Husband"," Male"," Married-civ-spouse"
0," White",76," Husband"," Male"," Married-civ-spouse"
0," White",21," Unmarried"," Male"," Never-married"
0," White",65," Unmarried"," Female"," Widowed"
1," White",43," Husband"," Male"," Married-civ-spouse"
0," White",29," Wife"," Female"," Married-civ-spouse"
0," White",32," Not-in-family"," Male"," Never-married"
1," White",37," Husband"," Male"," Married-civ-spouse"
0," White",64," Husband"," Male"," Married-civ-spouse"
1," White",49," Husband"," Male"," Married-civ-spouse"
1," White",44," Husband"," Male"," Married-civ-spouse"
0," White",68," Husband"," Male"," Married-civ-spouse"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",53," Not-in-family"," Female"," Divorced"
0," Asian-Pac-Islander",24," Unmarried"," Male"," Never-married"
0," White",31," Unmarried"," Female"," Divorced"
0," White",25," Husband"," Male"," Married-civ-spouse"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",29," Not-in-family"," Male"," Never-married"
1," White",37," Husband"," Male"," Married-civ-spouse"
0," White",42," Not-in-family"," Female"," Never-married"
0," White",30," Not-in-family"," Female"," Divorced"
0," White",32," Not-in-family"," Male"," Never-married"
1," Black",47," Not-in-family"," Male"," Never-married"
1," White",44," Not-in-family"," Male"," Divorced"
0," White",19," Own-child"," Male"," Never-married"
0," White",22," Husband"," Male"," Married-civ-spouse"
1," White",51," Husband"," Male"," Married-civ-spouse"
0," White",69," Husband"," Male"," Married-civ-spouse"
0," White",73," Husband"," Male"," Married-civ-spouse"
0," White",18," Other-relative"," Female"," Never-married"
0," White",33," Not-in-family"," Male"," Never-married"
0," White",22," Not-in-family"," Female"," Never-married"
1," White",33," Not-in-family"," Female"," Never-married"
0," White",20," Other-relative"," Female"," Never-married"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," White",25," Not-in-family"," Female"," Never-married"
0," White",27," Not-in-family"," Male"," Never-married"
0," White",22," Own-child"," Male"," Never-married"
0," White",67," Husband"," Male"," Married-civ-spouse"
0," White",31," Husband"," Male"," Married-civ-spouse"
0," White",36," Unmarried"," Female"," Never-married"
1," Asian-Pac-Islander",43," Husband"," Male"," Married-civ-spouse"
0," White",33," Not-in-family"," Female"," Never-married"
1," White",37," Wife"," Female"," Married-civ-spouse"
0," Black",27," Husband"," Male"," Married-civ-spouse"
0," White",36," Not-in-family"," Male"," Never-married"
0," White",33," Not-in-family"," Female"," Divorced"
1," White",63," Husband"," Male"," Married-civ-spouse"
1," White",48," Unmarried"," Female"," Divorced"
0," White",25," Other-relative"," Male"," Never-married"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Male"," Never-married"
0," Black",23," Own-child"," Female"," Never-married"
0," Black",33," Unmarried"," Female"," Never-married"
0," Asian-Pac-Islander",30," Husband"," Male"," Married-civ-spouse"
0," White",67," Not-in-family"," Female"," Widowed"
1," White",32," Husband"," Male"," Married-civ-spouse"
1," White",48," Not-in-family"," Male"," Divorced"
0," White",51," Not-in-family"," Female"," Widowed"
0," Asian-Pac-Islander",39," Not-in-family"," Male"," Never-married"
0," White",40," Husband"," Male"," Married-civ-spouse"
1," Black",40," Husband"," Male"," Married-civ-spouse"
0," White",19," Other-relative"," Male"," Never-married"
0," White",28," Unmarried"," Female"," Divorced"
1," White",47," Husband"," Male"," Married-civ-spouse"
0," White",20," Not-in-family"," Female"," Never-married"
0," White",41," Other-relative"," Male"," Widowed"
0," Amer-Indian-Eskimo",29," Wife"," Female"," Married-civ-spouse"
1," White",40," Husband"," Male"," Married-civ-spouse"
0," White",61," Not-in-family"," Female"," Widowed"
0," White",25," Not-in-family"," Male"," Never-married"
0," White",26," Husband"," Male"," Married-civ-spouse"
0," White",43," Not-in-family"," Female"," Never-married"
0," White",17," Not-in-family"," Male"," Never-married"
1," Black",43," Unmarried"," Female"," Divorced"
0," White",73," Husband"," Male"," Married-civ-spouse"
0," White",46," Own-child"," Female"," Divorced"
0," White",19," Own-child"," Male"," Never-married"
0," White",37," Not-in-family"," Male"," Divorced"
0," White",26," Husband"," Male"," Married-civ-spouse"
0," White",47," Own-child"," Male"," Divorced"
0," White",47," Not-in-family"," Male"," Never-married"
0," White",29," Not-in-family"," Male"," Never-married"
0," White",29," Not-in-family"," Female"," Never-married"
0," White",33," Own-child"," Male"," Married-civ-spouse"
0," White",20," Other-relative"," Male"," Never-married"
0," Other",28," Wife"," Female"," Married-civ-spouse"
0," White",26," Not-in-family"," Male"," Never-married"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",67," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Female"," Never-married"
0," White",55," Not-in-family"," Male"," Divorced"
0," Black",44," Own-child"," Female"," Divorced"
0," White",64," Not-in-family"," Female"," Widowed"
0," White",34," Husband"," Male"," Married-civ-spouse"
1," White",38," Husband"," Male"," Married-civ-spouse"
0," White",25," Own-child"," Female"," Never-married"
0," Black",21," Own-child"," Male"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",39," Unmarried"," Female"," Divorced"
0," White",34," Not-in-family"," Female"," Divorced"
0," White",23," Not-in-family"," Female"," Never-married"
1," White",54," Husband"," Male"," Married-civ-spouse"
1," White",49," Not-in-family"," Male"," Separated"
0," White",25," Wife"," Female"," Married-civ-spouse"
0," White",51," Husband"," Male"," Married-civ-spouse"
0," White",29," Unmarried"," Male"," Never-married"
0," Black",27," Wife"," Female"," Married-civ-spouse"
0," White",53," Other-relative"," Female"," Married-civ-spouse"
1," White",68," Husband"," Male"," Married-civ-spouse"
1," White",56," Husband"," Male"," Married-civ-spouse"
0," White",30," Not-in-family"," Male"," Never-married"
0," Amer-Indian-Eskimo",24," Unmarried"," Female"," Divorced"
0," White",70," Unmarried"," Female"," Widowed"
0," White",24," Own-child"," Female"," Never-married"
0," White",74," Not-in-family"," Female"," Widowed"
0," White",23," Not-in-family"," Female"," Never-married"
0," White",41," Husband"," Male"," Married-civ-spouse"
0," White",45," Own-child"," Female"," Never-married"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",21," Not-in-family"," Male"," Never-married"
